,AEW541,AEW541_IC_50,Nilotinib,Nilotinib_IC_50,17-AAG,17-AAG_IC_50,PHA-665752,PHA-665752_IC_50,Lapatinib,Lapatinib_IC_50,Nutlin-3,Nutlin-3_IC_50,AZD0530,AZD0530_IC_50,PF2341066,PF2341066_IC_50,L-685458,L-685458_IC_50,ZD-6474,ZD-6474_IC_50,Panobinostat,Panobinostat_IC_50,Sorafenib,Sorafenib_IC_50,Irinotecan,Irinotecan_IC_50,Topotecan,Topotecan_IC_50,LBW242,LBW242_IC_50,PD-0325901,PD-0325901_IC_50,PD-0332991,PD-0332991_IC_50,Paclitaxel,Paclitaxel_IC_50,AZD6244,AZD6244_IC_50,PLX4720,PLX4720_IC_50,RAF265,RAF265_IC_50,TAE684,TAE684_IC_50,TKI258,TKI258_IC_50,Erlotinib,Erlotinib_IC_50
KNS62_LUNG,0.5156,8,NA,NA,3.6717,0.576808989,0.8163,8,0.2334,8,0.03943,8,0.2138,8,0.208,8,0.3271,8,1.0744,8,4.2741,0.079661846,0.0401,8,NA,NA,2.5993,1.695052624,0.9201,8,1.9951,1.194876909,NA,NA,4.9409,0.008,1.1768,8,0.2596,8,0.5655,8,0.127,8,0.3008,8,0.1777,8
HS578T_BREAST,0.2538,8,0.2575,8,3.8639,0.062882334,0,8,0.2025,8,0.4288,8,0.4801,7.945315361,0.4021,8,0,8,0.4577,8,4.1861,0.072077319,0.05614,8,NA,NA,1.2176,8,0.5308,8,1.2618,8,0.4447,8,6.8292,0.0025,0.2979,8,0.3128,8,1.2571,5.510804653,0.7075,8,1.1832,3.227988243,0.05836,8
BT20_BREAST,0.5273,8,0.3956,8,1.0525,8,0.4686,8,0.6681,8,0.2088,8,1.181,7.055198202,0.5166,8,0.2981,8,0.8072,3.663071632,4.53,0.057080079,0.4714,8,2.4196,0.269114286,2.1888,1.101752639,0.4948,8,0.4673,8,0.1474,8,4.959,0.002542614,0.01832,8,0,8,0.9371,8,0.7985,7.626374722,0.1317,8,1.3084,8
SNU182_LIVER,0.6863,8,0.2845,8,2.0055,1.199916959,1.2067,8,0.1451,8,0.2442,8,0.943,7.239161491,0.2485,8,0.1374,8,0.9908,8,4.3852,0.096619539,0.04995,8,NA,NA,1.3273,5.256701946,0.2302,8,1.3371,8,0.4209,8,4.6237,0.048124224,1.7,8,0.3584,8,0.837,8,1.0013,8,0.3053,8,0.9051,8
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.975,8,0.8973,8,2.1617,0.316189826,0.3423,8,0.7705,8,1.9892,8,0.8571,8,0.8985,8,1.0586,7.278076649,1.054,1.1518041,6.1876,0.011629105,1.3007,3.383168946,NA,NA,3.7783,0.147611246,0.6424,8,0.7106,8,1.5875,8,5.0317,0.010450869,0.8535,8,0.1086,8,1.0966,8,1.496,7.147410516,0.3257,8,0.4083,8
FADU_UPPER_AERODIGESTIVE_TRACT,0.5665,8,0.7939,5.612988949,5.1603,0.019284135,0.2629,8,1.9562,0.823072731,0.141,8,1.9008,2.281471968,0.4794,8,0.3693,8,1.9234,1.449944139,4.0829,0.073913984,0.05019,8,NA,NA,3.2542,0.285734326,0.5883,8,2.2958,2.066126823,0.4639,8,4.7772,0.007714884,2.4745,8,0.2541,8,1.672,1.42867434,0.9511,5.832924843,1.2244,3.072814226,1.5452,1.640679717
SJRH30_SOFT_TISSUE,1.8406,2.002167225,0.4831,8,3.367,0.746346474,0.2238,8,0.3895,8,0.2678,8,0.1909,8,1.0813,3.416409731,0.5019,8,1.7773,8,5.2359,0.025780162,0.5737,7.896643639,NA,NA,3.5555,0.130715638,0.1852,8,0.1828,8,0.114,8,5.3401,0.007649506,0.5556,8,0.1933,8,1.2862,3.009560108,2.2681,1.125323772,0.5467,8,0.1233,8
MDAMB436_BREAST,1.1129,8,0.2853,8,2.2556,8,0.2029,8,0.2457,8,0.9866,8,0.6943,8,0.8252,7.912307262,0.06644,8,0.4278,8,3.1806,0.145099983,0.2087,8,NA,NA,2.5255,0.78094697,0.5103,8,0.8916,8,0.4081,8,4.6231,0.016697872,0.8398,8,0.07696,8,1.4521,2.568143845,1.8553,3.299835205,0.8019,6.972090244,0.4275,8
CAL27_UPPER_AERODIGESTIVE_TRACT,0.9409,5.387672424,NA,NA,4.0906,0.166818783,0.7764,8,1.8794,0.688771248,0,8,1.5346,1.180500031,0.5558,5.077645302,0,8,3.4375,0.465476006,4.4571,0.051821172,0.3294,8,NA,NA,3.8619,0.119514093,0.3061,8,2.6201,0.133890107,0,8,7.1184,0.002677772,2.3452,0.437977016,0,8,1.0867,2.656460762,0.5994,3.846338987,0.5781,7.20964098,2.316,0.247576982
MESSA_SOFT_TISSUE,0.2815,8,0.3623,8,4.9795,0.037811786,0,8,0,8,0.2745,8,0.02141,8,0.6468,4.234330177,0.6185,8,1.1728,8,3.9164,0.104240313,0.2463,8,NA,NA,3.7506,0.113630891,0.4167,8,0.1012,8,0.2707,8,5.6311,0.006836666,0.4372,8,0.02023,8,1.1019,6.301795006,0.6457,6.507004261,0.3533,8,0,8
SW1271_LUNG,1.2973,4.892797947,0.6314,8,2.6201,0.293411762,0.8502,8,0.1266,8,0.7121,8,1.3076,8,0.7189,8,0.07391,8,0.9662,4.940303802,3.5354,0.118889667,0.3072,8,3.0324,0.22140196,3.209,0.13332364,1.2443,8,2.2362,0.665258825,0.2713,8,4.1891,0.010101246,1.669,1.708139181,0.5061,8,1.3744,3.491538525,0.818,8,0.1423,8,0.08464,8
NCIH1792_LUNG,1.1488,4.73042202,0.1523,8,4.2291,0.103014566,0,8,0.3039,8,0.679,8,0.3243,8,0.7983,5.448011875,0,8,0.8889,8,3.9704,0.107573599,0.3336,8,NA,NA,1.7974,1.201798558,0.269,8,2.7425,0.875140309,0.4562,8,5.8456,0.018022098,0.7937,8,0.4574,8,1.9411,0.671955466,1.6733,2.524142504,1.1431,4.971670628,0.2512,8
GCT_SOFT_TISSUE,1.3274,3.994412184,0.5817,8,3.4082,0.330548614,1.8311,8,0.756,4.213954926,0.1651,8,1.1414,8,1.1702,4.691992283,0.5029,7.920577049,1.2443,8,4.6095,0.063522145,0.497,8,4.69,0.050006822,4.6049,0.057794768,2.3182,1.114502549,2.0909,8,0.9603,4.080997944,6.5265,0.002946121,1.3028,8,1.5137,5.271176815,2.8929,0.325869828,2.0993,1.617829323,1.2355,4.397069931,0.6055,8
SKBR3_BREAST,0.7471,8,0.3601,8,3.3439,0.036554132,0.2668,8,2.9047,0.196391836,0.0506,8,0.4847,8,0,8,0.04103,8,0.6819,8,5.2138,0.031782795,0.7789,8,4.3951,0.066147186,4.2169,0.062866874,0.2658,8,0.04932,8,0,8,5.046,0.011064467,0,8,0.19,8,1.4072,2.961314678,0.0109,8,0.396,8,0.6481,8
SNU16_STOMACH,0.8653,6.012235641,1.2124,0.049494644,5.2263,0.014801629,0.5331,8,1.2279,6.697770596,0.211,8,0.4442,8,1.1576,6.721786976,0.8722,3.779450417,2.4009,0.039874109,4.804,0.03599412,1.1606,8,NA,NA,3.5655,0.224012285,0.4422,8,1.0717,8,0.7249,8,7.5435,0.002542614,0.4836,8,0.6333,8,2.3484,0.73549968,3.0305,0.82398355,2.867,0.39034453,0.4495,8
NCIN87_STOMACH,0.8738,8,1.2436,3.743279696,6.109,0.006280354,0.4056,8,4.381,0.06610655,0.7817,8,2.0389,0.14846965,0.5961,8,0.6826,5.916582108,1.4258,8,4.5723,0.046711911,0.4951,8,NA,NA,3.5494,0.344504684,0.6739,8,2.0757,5.074838161,0.7402,8,5.695,0.008005857,1.7723,8,0.6974,8,1.8996,3.795567036,1.8145,3.872960567,1.0356,6.237362862,0.9619,3.197930098
U2OS_BONE,1.5148,3.435355663,0.6846,7.420892239,4.6678,0.099057235,0.2498,8,0.7341,8,1.0122,8,1.3457,8,1.0034,7.505040646,1.163,1.558047652,2.1597,4.457736492,5.1185,0.034501512,0.5541,8,2.6425,0.658780694,2.6347,1.269840479,0.3309,8,1.683,5.427963257,0.3956,8,5.1548,0.026384344,1.2003,8,0.6723,8,1.249,3.86731267,1.324,4.141691208,0.8411,5.23687458,0.4888,8
H4_CENTRAL_NERVOUS_SYSTEM,0.4519,8,0.5618,7.630359173,4.1075,0.150771588,0.5117,8,0.05188,8,1.2492,8,0.6725,8,1.5929,4.049647808,0.06108,8,1.1921,8,4.3444,0.069325484,0.1642,8,NA,NA,2.6745,0.510983527,0.2157,8,0.01881,8,0.7428,8,5.2411,0.036614265,0.2843,8,0.6343,8,1.4272,8,1.8596,2.550216913,1.4453,2.566014528,0.2662,8
T24_URINARY_TRACT,0.7722,8,0.1709,8,3.6966,0.199150398,0.4776,8,0.416,8,0.8099,8,1.5531,4.298030376,0.9083,5.991122723,0.424,8,1.8852,8,4.441,0.066207163,0.5063,8,4.5191,0.064731821,3.6724,0.173070595,0.6445,8,2.6029,8,0.5323,8,5.7734,0.018219179,1.535,8,0.9257,4.326249123,2.9719,0.187229782,1.8013,4.323724747,1.8003,2.636904478,0.8934,7.82816124
G401_SOFT_TISSUE,2.2898,1.411224127,0.6602,8,4.5407,0.085478991,0.6015,8,0.4741,8,1.2915,5.311493397,0.983,8,1.1658,7.282438755,0.9484,6.945045471,1.2123,5.849075794,5.5697,0.013002746,1.2294,3.704551458,4.6555,0.084212132,4.0509,0.18110247,0.7225,8,2.1278,2.883607388,1.3601,8,6.559,0.005486321,1.9268,8,0.5567,8,2.3576,1.351166487,2.1525,1.472729087,1.5069,2.468691587,0.3828,8
HCC1569_BREAST,0.4023,8,0.1617,8,2.8103,0.201155081,0.3944,8,0.3181,8,0.09049,8,0.4595,8,0.03085,8,0,8,0.5531,8,3.2022,0.25102365,0.2041,8,2.4213,0.723442316,0.8191,4.643163681,0.037,8,0.2342,8,0.312,8,2.7161,8,0,8,0.01235,8,0.2124,8,0,8,0.2215,8,0.1893,8
OCUM1_STOMACH,0.5085,8,0.3957,8,4.7362,0.046381559,0.2974,8,0.3383,8,0.5333,8,0.3956,8,0.9729,4.016563416,0,8,0.4953,8,5.165,0.016655602,0.1405,8,3.2961,0.256819844,3.6049,0.19988291,0.501,8,5.29,0.019374402,0.6016,8,5.3406,0.008336824,4.2032,0.067574807,0.1104,8,1.3903,8,1.467,3.463120222,0.6555,8,0.01577,8
SAOS2_BONE,1.8071,1.990697145,1.0258,5.712678432,2.9737,0.215714768,0,8,0.5612,8,0.2842,8,1.2774,8,0.8489,4.949419498,0.4832,8,0.6431,8,4.3266,0.078017212,0.4878,8,3.7048,0.143189043,3.5564,0.202830687,0.3765,8,0.104,8,0.1887,8,6.0694,0.008750967,0.2236,8,0.2537,8,1.8359,8,1.6125,3.613441944,1.49,4.174138546,0.2072,8
SCC9_UPPER_AERODIGESTIVE_TRACT,1.2564,3.918442249,NA,NA,4.7346,0.046046477,1.1941,8,1.1401,4.28721571,0.1992,8,1.3741,8,0.4683,8,0.2541,8,2.7298,0.826696813,5.3576,0.019478852,0.2901,8,NA,NA,2.3581,1.646006346,1.1435,6.07051754,2.6857,0.489884287,NA,NA,5.2099,0.005892467,1.6772,5.701106071,0.2032,8,1.5306,2.39256382,0.4782,8,0.7652,7.554547787,2.1038,1.494333386
HCC1395_BREAST,0.7086,8,NA,NA,2.6091,8,0.4523,8,0.3471,8,0.1969,8,1.8946,8,0.2731,8,0.4006,8,1.5061,8,2.8148,0.539499223,0.3345,8,NA,NA,2.5762,8,1.2891,8,0.56,8,NA,NA,5.4493,0.011294067,0.6753,8,0.3832,8,NA,NA,0.4094,8,0.7068,8,0.5515,8
TEN_ENDOMETRIUM,1.0587,8,0.8952,8,3.0622,0.809816062,0.5715,8,0.6323,8,0.8192,8,1.3929,8,0.6441,8,0.5282,8,1.2521,8,3.5077,0.127749816,0,8,2.7288,2.147051811,2.0667,3.608172417,0.9819,8,0.3764,8,0.7225,8,4.0307,0.036272764,0.6637,8,0.8197,8,0.67,8,1.8601,4.035426617,0.4795,8,0.08303,8
TE9_OESOPHAGUS,1.0772,8,0.6286,6.083400249,4.2666,0.087467499,0.1003,8,1.265,5.855278969,0.4344,8,1.9496,5.475279808,0.3303,8,0.7058,8,1.2997,8,4.0263,0.097460292,0.6806,7.270143032,3.8206,0.203579873,4.0447,0.193026945,0.4993,8,0.9762,8,0.0816,8,6.6468,0.003389495,0.8854,8,0.4148,8,1.3055,3.309023142,1.8908,2.445929289,0.8313,8,0.9259,8
KNS42_CENTRAL_NERVOUS_SYSTEM,1.268,6.282463074,0.3225,8,2.789,8,0.6865,8,0.216,8,0.3687,8,0.6949,8,0.4066,8,0.2855,8,1.3425,8,3.6298,0.202398047,0.3099,8,2.4491,0.747000277,2.0429,1.487622499,1.0396,8,0.5834,8,0.5809,8,5.2136,0.005016253,0.9356,8,0.5032,8,1.378,5.805480957,1.4364,5.369329929,0.7234,8,0.0282,8
KYSE520_OESOPHAGUS,0.8652,5.148413658,0.6587,6.504006386,4.248,0.079899609,0.01816,8,1.037,3.773011446,0.2568,8,1.1904,4.866113186,0.2385,8,0,8,1.5278,3.292037964,3.219,0.149735227,0.4213,8,1.2647,2.260991573,1.2417,4.235891819,0.672,8,1.9066,2.899242401,0,8,5.3639,0.006054605,0.6335,8,0.2625,8,1.0794,4.369664192,1.0372,3.443650961,0.3085,8,1.2624,2.151475906
IALM_LUNG,1.0362,8,0.5739,8,1.1265,8,0.6265,8,0.8124,8,0.3516,8,0.3366,8,0.5516,8,0.08142,8,0.8879,8,3.8931,0.117789842,0.8639,6.588274479,2.821,1.086725235,2.475,0.781150937,0.5557,8,0.9959,8,0.2366,8,1.3967,8,0.1423,8,0.3496,8,2.2068,2.578817844,0.4315,8,0.5726,8,0.3108,8
NCIH2052_PLEURA,1.5696,8,0.4418,8,2.8877,0.238069907,0.1986,8,0.4151,8,1.0087,8,1.8074,8,1.2299,7.581053734,0.04193,8,0.6648,8,3.936,0.101352267,1.0207,8,NA,NA,3.4086,0.177221939,0.2806,8,1.2644,8,0.7472,8,4.3199,0.04403678,0.9725,8,0.2665,8,2.517,0.695971787,1.5411,3.856219053,1.0308,8,0.9973,8
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.1471,8,0.1786,8,1.8256,1.756111383,0.2933,8,0.4862,8,0.1515,8,0.2212,8,0.2978,8,0,8,0.8445,8,3.2919,0.291211456,0.06314,8,NA,NA,3.6914,0.144005239,0.591,8,0.04767,8,0.227,8,5.2538,0.018220019,0.003172,8,0.1945,8,0.4712,8,0.1913,8,0.4745,8,0.2757,8
SKNFI_AUTONOMIC_GANGLIA,2.0128,0.164886089,NA,NA,2.6195,0.993309379,0.7685,8,0.3646,8,0.4112,8,1.3394,8,0.4837,8,1.0696,8,1.5356,8,4.3873,0.052231967,0.5742,8,NA,NA,1.3133,8,0.6466,8,1.9218,8,NA,NA,3.4138,0.432275355,1.8228,8,0.2167,8,1.5365,1.829606764,2.8196,3.705838287,0.7739,2.568734116,0.4157,8
SKNAS_AUTONOMIC_GANGLIA,1.1907,8,NA,NA,2.5368,0.385245234,0.09334,8,0.08355,8,0.3259,8,0.3985,8,1.1172,2.933739901,0.4597,8,0.9418,8,5.2683,0.017542174,0.3163,8,NA,NA,3.1954,0.248457089,0.5947,8,3.5526,0.056742616,0.8092,8,5.2472,0.007667506,3.1582,0.203245521,0.07928,8,NA,NA,1.356,3.056384087,0.2845,8,0.03266,8
SNU398_LIVER,0.5915,8,NA,NA,2.5308,0.547320902,0.5687,8,0.2801,8,0.8702,8,0.6213,8,0.9383,4.82124567,1.342,8,0.7031,8,4.3922,0.054073863,0.7151,8,NA,NA,3.618,0.540610909,1.5732,8,2.4054,1.226284981,NA,NA,6.988,0.0025,1.4041,8,0.7115,8,1.397,3.988280773,1.9352,0.046819357,1.0815,1.567558905,0.01824,8
SNU423_LIVER,0.1276,8,0.08987,8,2.0606,0.855389178,0.8206,8,0.2067,8,0.1352,8,0.04521,8,0.4193,8,0.5282,8,0.2162,8,3.1265,0.221456379,0.06403,8,NA,NA,0.8919,8,0.7057,8,0.3718,8,0.5886,8,4.9445,0.010886092,0.3714,8,0.1018,8,0.6721,7.459294796,0.2347,8,0.3549,8,0,8
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0303,8,0.3182,8,2.5251,0.812782228,0.7433,8,0.2499,8,0.1726,8,1.5087,3.892225504,0.3304,8,0.06135,8,1.1811,1.470589209,4.0163,0.211199626,0.2679,8,NA,NA,3.1845,0.315917939,1.0942,8,0.9204,8,0.7713,8,5.6514,0.012966044,0,8,0.1546,8,1.5524,1.369006345,0.408,8,0.7231,8,0.3605,8
HCC1187_BREAST,0.2086,8,0.1172,8,1.2846,1.531470418,0.4499,8,0,8,0.4677,8,0.3754,8,0.05411,8,2.2908,0.643675327,0.8999,8,3.683,0.103851922,0.2117,8,NA,NA,1.8545,6.199724674,0.2256,8,0.5391,8,0.3664,8,5.8226,0.009626306,0.4582,8,0.1792,8,0.5931,7.012154579,0.4494,8,0.3913,8,0.1981,8
SNU387_LIVER,1.0149,8,NA,NA,3.05,0.340427518,1.5203,8,0.8222,8,0.9645,8,1.0306,8,0.8758,8,0.4401,8,0.6723,8,3.7306,0.146580845,0.7339,8,NA,NA,1.0026,8,0.8547,8,0.8845,8,NA,NA,4.7368,0.015857622,0.4998,8,1.2764,8,NA,NA,0.8824,8,0.3967,8,0.8118,8
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.472,8,0.05258,8,4.4626,0.200726017,0.3471,8,0.5864,6.772954499,0.9368,8,0.7877,8,1.4918,3.295681238,2.0354,0.232341436,0.7499,8,6.1087,0.008737668,1.8156,6.917999744,NA,NA,4.0798,0.2027933,0.9452,8,0.9237,8,0.3291,8,6.6008,0.0025,1.5451,8,0,8,1.7105,8,2.4755,0.574935419,0.2781,8,0.6185,8
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.7745,8,0.4704,8,4.5197,0.097161315,0.3775,8,0.2492,8,0.5714,8,0.3153,8,0.9347,3.5432477,0.1173,8,1.8715,2.60737896,5.7256,0.013263191,0,8,NA,NA,3.4198,0.234880462,0.2184,8,0,8,1.0644,4.616918087,6.9625,0.0025,0.3342,8,0.06624,8,0.8468,1.04153255,0.8332,5.734483719,0.2399,8,0.007088,8
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.2846,8,0.6152,7.700304031,2.0988,1.119323969,0.04249,8,0.143,8,0.3451,8,0.05758,8,0,8,0.5253,8,0.4424,8,5.2913,0.032015063,0.2965,8,NA,NA,3.6682,0.176624015,0.1574,8,0.2912,8,0.6972,8,6.1963,0.014962113,0.1883,8,0,8,0.5594,8,0,8,0.2027,8,0.7337,8
C2BBE1_LARGE_INTESTINE,1.3449,3.098077059,0.7346,6.82102108,2.2767,0.777057707,0,8,1.4312,4.09934473,0.4036,8,2.0615,0.985270083,0.7279,8,0.00776,8,1.9499,1.45776093,4.6721,0.054440595,0.2239,8,NA,NA,1.3702,4.397677898,0.5307,8,2.6013,8,0.7911,8,3.4819,8,1.6091,8,0.4087,8,1.1062,8,1.4705,1.563514233,0.527,8,1.128,8
SKES1_BONE,1.9883,0.870741844,0.6998,8,2.7715,0.563193679,0.1814,8,0.3363,8,0.21,8,1.0395,8,1.0904,3.436305523,0.9015,5.356478214,1.3934,8,5.2424,0.021772686,0.5736,8,5.3432,0.027182899,5.0616,0.041868385,0.3386,8,0,8,0.5761,8,6.7784,0.002542614,0.7745,8,1.0572,8,2.7301,0.096142791,2.3471,0.707679987,1.6445,2.51107049,0.8541,8
BXPC3_PANCREAS,0.7268,2.82433486,NA,NA,3.4843,0.187336221,0.8834,8,1.2981,4.599786282,0.8451,8,1.5541,2.77215147,0.5536,8,0.3731,8,1.2382,8,3.9718,0.110380888,0.3544,8,NA,NA,2.8842,0.375695467,2.374,8,2.8579,0.252431244,NA,NA,5.4667,0.010283807,1.9699,8,0.8857,3.000696659,NA,NA,1.6433,5.210793972,1.1114,6.844848156,0.7307,8
NCIH1355_LUNG,0.9139,4.051389694,0.2995,8,2.7409,0.104488812,0.134,8,1.4545,7.860697269,1.3545,8,0.9871,8,1.1761,7.687539101,0.3069,8,0.7915,8,3.208,0.121509723,0.08526,8,NA,NA,0.9215,8,0.2866,8,3.2706,0.519260585,1.143,8,4.4405,0.018106179,2.526,5.953964233,0.5632,8,2.1873,0.690816343,2.1361,1.050579667,0.8879,8,1.1241,5.519361496
SNU475_LIVER,1.4655,3.255122609,NA,NA,3.9646,0.002542614,1.0051,8,0.8682,8,0.8932,8,0.6638,8,0.7115,8,0.4492,8,0.6495,8,3.7899,0.145828456,1.0406,8,NA,NA,2.5168,8,2.3149,8,0.9657,8,NA,NA,5,0.007151415,0.9279,8,0.6943,8,1.972,1.217294843,0.914,8,1.0832,5.155742124,0.6863,8
HEC251_ENDOMETRIUM,0.8731,8,0.2585,8,2.5866,0.90558356,0.1203,8,0.7347,8,0,8,1.5751,5.684926987,0.03693,8,0.7817,7.362414837,1.4384,5.546049118,3.7871,0.106390342,0.5294,8,1.7593,2.345185518,2.833,2.128628016,0.2743,8,1.1822,8,0,8,5.4401,0.010395308,1.3455,8,0.1457,8,2.0805,0.953919411,0.8138,3.615829468,1.4313,3.725782156,0.7614,8
GCIY_STOMACH,0.7879,8,0.8356,6.325265884,2.1792,0.793316543,0.04114,8,0.8684,7.255415916,0.4031,8,1.2041,1.768510461,0.4585,8,0,8,1.6699,2.399262428,4.2403,0.065595701,0.2187,8,NA,NA,1.9017,0.762559891,0.7082,8,1.2638,5.583405495,0.2167,8,4.0593,0.039213784,0.06857,8,0,8,0.5924,6.792892456,1.487,2.915857792,0.3855,8,0.9732,8
SH10TC_STOMACH,0.4969,8,0.4446,7.97711277,2.8494,0.42586872,0.0805,8,0.2517,8,0.129,8,0.4559,8,0.2376,8,0.02568,8,0.07919,8,3.9183,0.103557199,0.6857,8,1.4957,1.958092809,1.5113,2.632290602,0.8402,8,0.2473,8,0,8,5.5243,0.019594096,0.04748,8,0.1525,8,1.0873,5.334225178,0.6445,8,0.3967,8,0.1529,8
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.0005,0.651424348,0.8691,6.001347065,3.7881,0.237215653,0.3177,7.179248333,0.9961,6.732223988,1.0225,8,0.1371,8,1.5335,2.876307487,0.816,6.957325459,1.2516,3.282897234,6.6543,0.004504417,0.8896,7.193710327,4.3181,0.082779452,4.5726,0.067616343,0.3087,8,1.5045,8,2.0179,1.67236042,7.1779,0.003524255,0.708,8,0.02725,8,0.6449,8,2.8381,0.777845979,1.8328,4.340228081,1.1015,8
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.8602,6.777762554,0.764,8,2.6941,0.652886987,1.2709,8,0.06963,8,0.4614,8,0.4784,8,1.7782,2.383868933,1.3271,0.476743907,1.5751,8,5.8283,0.013647835,1.6474,0.269100364,4.3871,0.0992705,5.1368,0.057549361,1.1233,8,5.0744,0.004738287,1.6632,1.654727578,6.1507,0.019697005,5.0531,0.026235208,0.6209,8,3.1142,0.252842605,1.7366,1.549693108,2.1507,1.338214755,0.6706,8
KNS60_CENTRAL_NERVOUS_SYSTEM,0.8646,8,0.2903,8,4.1338,0.055461988,0.9126,8,0,8,0.4705,8,0,8,0.3137,8,0.4312,8,0.544,8,4.7173,0.039722465,0.4594,8,2.9539,0.436378628,3.3792,0.156042814,1.8433,0.720370471,1.7332,8,1.0592,8,6.8034,0.004634195,1.1826,8,0.01322,8,1.4383,8,0.8137,7.04292202,0.8267,8,0.161,8
KNS81_CENTRAL_NERVOUS_SYSTEM,1.2942,6.037409782,0.5671,8,2.0891,0.257104039,0.5666,8,0.484,8,0.6712,8,1.0272,8,0.3542,8,0.8903,0.709919776,1.7264,8,3.703,0.148486853,0.1781,8,2.6355,0.219013736,3.0377,0.467877626,0.5032,8,1.4195,8,1.0933,8,4.5833,0.033557992,1.062,8,0.3015,8,1.6155,2.720138073,1.3852,2.613715172,1.0118,8,0.5309,8
KPNSI9S_AUTONOMIC_GANGLIA,2.2083,1.030234575,1.1281,5.412808418,4.6858,0.082642227,1.1746,8,1.0477,8,0.9006,4.26095295,1.095,5.985694885,1.823,2.556257248,1.117,8,1.1913,8,5.3488,0.030315429,0.7751,5.632163525,5.1446,0.028646117,4.8915,0.024177901,0.9537,8,3.7935,0.098736674,2.1291,1.319718719,6.2491,0.004405395,2.9897,0.27292785,0.7281,8,1.9702,1.886896968,2.6934,0.883854568,1.4316,4.992180824,0.8298,8
LU99_LUNG,1.5767,1.975981355,0.5356,8,5.2031,0.052298609,0.1787,8,0.9483,3.926637173,0.5896,8,0.5512,8,1.2301,2.936535358,0.5105,7.810983658,1.521,5.119233608,4.3637,0.063524097,1.1541,4.511263371,4.895,0.035251014,4.6107,0.052027762,0.7001,8,2.6236,0.253714144,1.362,2.549120188,6.1904,0.0025,2.0438,1.274648309,0.6577,4.744394779,2.4714,0.401862353,1.7623,1.221941113,1.7953,1.075564504,0.8666,5.644115925
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.91,0.484309763,1.4553,3.499485731,3.5192,0.171445847,0.7987,8,1.361,5.140589714,0.3091,8,0.5543,8,1.6563,4.839499474,2.1505,1.058712721,0.6458,8,5.8871,0.013481137,1.2637,3.752606869,4.8773,0.040386364,5.0621,0.059535764,0.4994,8,0.3285,8,1.8031,1.504676104,6.6117,0.014584946,0.7945,8,1.258,8,1.1614,0.897491329,3.5637,0.274660707,1.2422,5.804589272,0.2969,8
MKN74_STOMACH,1.2515,3.769882917,0.4273,8,3.2581,0.169060647,0.9258,8,0.6075,4.689732791,0.04665,8,0.2625,8,0,8,0.148,8,0.573,8,4.287,0.152284607,0.1997,8,1.4986,1.215258121,2.3142,0.693890095,0.4106,8,0.899,8,0.302,8,3.5975,0.022440279,0.00429,8,0.05401,8,1.438,2.246209145,0.41,8,0.8439,8,0.3761,8
KP3_PANCREAS,0.4973,8,0.4622,8,3.0933,0.166749611,0.008632,8,0.09769,8,0.8851,8,1.2097,3.514678478,0.4304,8,0,8,0.4319,8,3.5037,0.164497957,0.8425,5.156407833,1.5558,2.133014202,2.197,0.75530833,0.3274,8,1.7013,2.182970047,0.341,8,4.864,0.027491981,0.1945,8,0.5426,8,1.4921,2.484365463,1.3057,2.233649731,0.4566,8,0.2328,8
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.2927,1.640427891,5.944,0.00760066,4.4584,0.117010742,1.8126,2.515162706,1.6375,7.333292961,1.5495,8,4.2576,0.13301678,2.9461,0.624113679,1.5834,2.819349766,3.1671,0.851403832,5.185,0.026640112,2.1583,2.736567497,4.4747,0.12840499,4.8071,0.088908896,1.8245,8,3.9475,0.138409436,0.8892,8,6.8572,0.002542614,3.0029,1.754736066,1.7843,0.880665138,2.5185,1.006410956,2.6798,0.066367372,2.1103,2.277549982,1.5548,2.788766623
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.717,0.246601477,1.8774,2.321830997,3.4416,0.167679474,1.1948,3.339766264,1.1746,8,0.7887,8,0.4197,8,1.9573,3.265845537,1.7798,4.201221466,0.8516,8,5.8292,0.018884268,0.9919,4.015206337,4.2888,0.071645685,4.8473,0.044213697,0.3238,8,3.0813,8,1.9908,8,6.2541,0.002542614,2.674,8,0.2295,8,1.0632,8,4.532,0.102221638,0.5264,8,1.043,8
