Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
GIMAP5	ENSG00000196329.10	10.510	62.439	-2.463	5.29e-178
NTNG2	ENSG00000196358.10	0.430	2.450	-1.271	1.23e-65
PTPN1	ENSG00000196396.9	26.981	57.639	-1.067	6.12e-96
PRTN3	ENSG00000196415.9	0.050	2.750	-1.837	4.58e-92
NPIPB15	ENSG00000196436.8	2.550	7.540	-1.266	5.76e-15
SULT1A1	ENSG00000196502.11	27.119	56.141	-1.023	1.90e-38
MAN2A2	ENSG00000196547.14	18.450	67.409	-1.814	1.60e-135
MME	ENSG00000196549.10	2.360	21.099	-2.717	3.19e-131
HBG2	ENSG00000196565.12	0.120	3.470	-1.997	4.58e-108
LAMA2	ENSG00000196569.11	3.590	28.729	-2.695	2.12e-179
MMP1	ENSG00000196611.4	16.160	0.980	3.115	6.31e-72
TCF4	ENSG00000196628.13	7.790	28.410	-1.742	3.42e-132
SDHAF3	ENSG00000196636.7	20.281	8.360	1.185	5.30e-122
PDXDC2P	ENSG00000196696.12	6.490	20.000	-1.487	1.11e-62
S100A2	ENSG00000196754.10	25.000	5.150	2.080	4.10e-63
ZNF700	ENSG00000196757.7	4.990	13.080	-1.233	2.46e-102
LAMB3	ENSG00000196878.12	111.260	28.819	1.913	8.16e-69
PDLIM7	ENSG00000196923.13	44.381	129.489	-1.524	2.27e-64
FLNA	ENSG00000196924.14	428.157	1020.103	-1.251	8.41e-68
LAGE3	ENSG00000196976.6	44.901	17.050	1.347	3.32e-141
SLC25A29	ENSG00000197119.12	19.990	55.349	-1.425	2.37e-63
PGAP1	ENSG00000197121.14	1.490	4.910	-1.247	1.22e-113
MIRLET7BHG	ENSG00000197182.12	0.880	3.560	-1.278	6.37e-88
HIST1H4J	ENSG00000197238.4	9.120	3.600	1.138	1.80e-58
FAM110D	ENSG00000197245.4	0.770	5.680	-1.916	1.17e-198
TPSB2	ENSG00000197253.13	27.389	113.881	-2.017	2.85e-61
KANK2	ENSG00000197256.10	33.550	134.670	-1.973	9.94e-175
SYNGAP1	ENSG00000197283.12	3.700	15.280	-1.792	1.23e-129
RAMP2-AS1	ENSG00000197291.8	0.260	2.700	-1.554	1.29e-138
UAP1L1	ENSG00000197355.10	5.230	16.460	-1.487	1.69e-93
VEPH1	ENSG00000197415.11	4.530	15.630	-1.588	2.53e-40
SPN	ENSG00000197471.11	5.710	12.720	-1.032	9.46e-56
MIB2	ENSG00000197530.12	15.770	59.161	-1.843	5.48e-92
HOXA4	ENSG00000197576.13	1.430	12.280	-2.450	2.60e-177
SPTAN1	ENSG00000197694.13	86.762	182.240	-1.062	1.10e-95
MAP1LC3C	ENSG00000197769.5	1.000	3.640	-1.214	2.55e-50
FAM212B	ENSG00000197852.9	1.380	5.100	-1.358	1.47e-166
FAM49A	ENSG00000197872.11	3.880	13.470	-1.568	8.47e-136
MYO1C	ENSG00000197879.14	59.829	135.598	-1.167	1.37e-117
HIST1H2BK	ENSG00000197903.7	115.351	53.131	1.104	1.61e-53
TEAD4	ENSG00000197905.8	8.910	22.611	-1.252	3.02e-86
ZNF677	ENSG00000197928.10	2.840	8.330	-1.281	1.73e-54
ERO1L	ENSG00000197930.12	47.649	16.320	1.490	2.10e-102
PLCG2	ENSG00000197943.9	7.600	17.859	-1.133	3.61e-92
FCHSD1	ENSG00000197948.10	8.180	23.110	-1.393	1.68e-73
SNHG12	ENSG00000197989.13	22.740	67.190	-1.522	3.73e-55
SIRPA	ENSG00000198053.11	16.740	42.299	-1.287	5.00e-93
RP11-347C12.1	ENSG00000198064.13	1.420	6.230	-1.579	1.21e-106
SULT1C4	ENSG00000198075.9	1.150	9.240	-2.252	6.56e-182
NUP62CL	ENSG00000198088.10	2.750	0.810	1.051	1.04e-67
SFI1	ENSG00000198089.14	10.560	28.050	-1.329	7.64e-63
MB	ENSG00000198125.12	7.920	3.250	1.070	1.24e-21
ZNF334	ENSG00000198185.11	1.040	3.380	-1.102	5.86e-45
RP11-98J23.2	ENSG00000198237.8	1.250	3.580	-1.025	3.41e-61
ITSN2	ENSG00000198399.14	20.281	41.711	-1.005	6.16e-99
MGEA5	ENSG00000198408.13	39.959	93.131	-1.200	5.02e-88
TPM2	ENSG00000198467.13	86.461	312.908	-1.844	3.09e-84
MAFK	ENSG00000198517.9	23.259	61.222	-1.359	6.64e-54
PLN	ENSG00000198523.5	3.230	10.920	-1.495	1.11e-70
WDHD1	ENSG00000198554.11	4.370	1.570	1.063	3.17e-62
PPIAP22	ENSG00000198618.5	255.007	66.782	1.917	1.88e-178
MDM4	ENSG00000198625.12	5.780	15.200	-1.257	1.90e-74
RYR2	ENSG00000198626.15	0.410	4.930	-2.072	1.41e-168
STK39	ENSG00000198648.10	21.919	7.750	1.389	8.39e-108
PAPSS2	ENSG00000198682.12	21.000	72.750	-1.745	4.06e-123
MT-ND6	ENSG00000198695.2	2558.353	5227.479	-1.031	1.09e-15
UNC13B	ENSG00000198722.12	18.930	40.279	-1.050	4.60e-48
MT-ND2	ENSG00000198763.3	4565.318	9340.602	-1.033	5.01e-41
SCAMP5	ENSG00000198794.11	6.410	1.950	1.329	5.80e-90
PAX9	ENSG00000198807.12	2.440	0.300	1.404	5.00e-67
GJC2	ENSG00000198835.3	0.690	2.740	-1.146	2.73e-109
RUSC2	ENSG00000198853.11	4.850	16.170	-1.553	4.93e-160
GRK5	ENSG00000198873.11	7.180	65.050	-3.013	1.02e-241
MT-ND4	ENSG00000198886.2	6083.137	12287.467	-1.014	8.29e-30
MT-ND1	ENSG00000198888.2	3821.437	7766.236	-1.023	7.14e-34
PRC1	ENSG00000198901.13	19.700	8.520	1.121	1.55e-46
MAP3K3	ENSG00000198909.7	12.000	35.859	-1.503	1.83e-158
GPRASP1	ENSG00000198932.12	0.990	5.260	-1.653	1.83e-145
TGM2	ENSG00000198959.11	114.817	415.757	-1.847	9.57e-112
SNORA31	ENSG00000199477.1	0.000	7.600	-3.104	1.18e-20
FAM83H-AS1	ENSG00000203499.10	18.270	3.930	1.967	4.09e-118
SAMD5	ENSG00000203727.3	0.780	3.020	-1.175	1.99e-76
PPAPDC1A	ENSG00000203805.10	1.380	0.120	1.087	1.12e-65
GDI1	ENSG00000203879.11	71.848	158.957	-1.135	2.17e-78
SOX18	ENSG00000203883.6	3.880	25.890	-2.462	4.77e-168
INPP5B	ENSG00000204084.12	7.860	17.800	-1.085	1.17e-89
NHSL2	ENSG00000204131.8	0.770	3.330	-1.291	2.62e-164
GPRIN2	ENSG00000204175.5	3.430	12.330	-1.589	7.48e-66
SYT15	ENSG00000204176.13	1.150	7.540	-1.990	1.51e-112
HNRNPCP2	ENSG00000204253.4	15.300	1.880	2.501	2.96e-228
NOTCH4	ENSG00000204301.6	5.350	54.511	-3.128	3.16e-248
PRRT1	ENSG00000204314.10	1.260	5.240	-1.465	9.38e-110
XAGE1A	ENSG00000204379.10	168.545	0.340	6.983	7.46e-103
LAYN	ENSG00000204381.11	4.650	11.600	-1.157	3.35e-65
XAGE1B	ENSG00000204382.11	118.020	0.640	6.181	1.17e-98
SLC44A4	ENSG00000204385.10	55.768	14.470	1.876	2.61e-47
MICA	ENSG00000204520.12	14.130	35.540	-1.272	1.49e-90
MUC21	ENSG00000204544.5	9.860	1.090	2.377	1.05e-57
LILRB3	ENSG00000204577.11	5.280	44.811	-2.867	1.78e-179
LRCOL1	ENSG00000204583.9	0.180	4.270	-2.159	3.91e-163
HLA-E	ENSG00000204592.8	392.840	1076.325	-1.452	5.78e-110
TRIM31	ENSG00000204616.10	1.610	0.240	1.074	1.23e-51
TBC1D8	ENSG00000204634.12	11.620	30.549	-1.322	1.19e-56
FAM153C	ENSG00000204677.10	0.200	2.700	-1.624	1.49e-96
GABBR1	ENSG00000204681.10	6.930	45.889	-2.564	4.16e-120
MROH6	ENSG00000204839.8	22.969	10.000	1.124	1.28e-37
IGFL2	ENSG00000204866.8	1.750	0.090	1.335	5.31e-72
FAM83A-AS1	ENSG00000204949.8	1.250	0.030	1.127	1.72e-94
PKHD1L1	ENSG00000205038.11	0.770	8.210	-2.379	2.31e-161
TMEM240	ENSG00000205090.8	1.080	3.410	-1.084	7.70e-97
PSENEN	ENSG00000205155.7	141.503	61.141	1.197	2.13e-112
LGR4	ENSG00000205213.13	14.050	3.030	1.901	4.34e-130
SAP25	ENSG00000205307.10	1.860	13.540	-2.346	4.07e-66
TECPR1	ENSG00000205356.9	9.150	22.139	-1.189	2.42e-88
MT1A	ENSG00000205362.10	2.120	37.131	-3.611	1.26e-108
MT1M	ENSG00000205364.3	2.640	76.209	-4.407	2.49e-184
EXOC3L4	ENSG00000205436.7	1.070	5.180	-1.578	2.77e-94
STAG3L1	ENSG00000205583.13	2.600	6.820	-1.119	1.63e-58
RP11-1212A22.1	ENSG00000205746.9	7.750	35.599	-2.064	1.40e-94
HN1L	ENSG00000206053.12	56.449	19.810	1.465	7.08e-158
ZDHHC11B	ENSG00000206077.10	2.630	13.940	-2.041	9.17e-72
HERC2P9	ENSG00000206149.10	7.300	31.650	-1.976	2.81e-111
HBA1	ENSG00000206172.8	16.000	590.338	-5.120	3.30e-173
HCG27	ENSG00000206344.6	1.260	5.880	-1.606	8.62e-92
H1FX-AS1	ENSG00000206417.8	1.520	6.540	-1.581	4.52e-102
VGLL3	ENSG00000206538.7	1.660	13.420	-2.439	8.96e-176
RNU1-106P	ENSG00000207110.1	1.740	0.000	1.454	7.96e-18
SNORA70	ENSG00000207165.1	0.000	6.130	-2.834	6.40e-13
GPX3	ENSG00000211445.11	115.960	2318.377	-4.310	1.02e-241
IGKC	ENSG00000211592.6	10717.642	1920.012	2.480	2.28e-65
IGKV4-1	ENSG00000211598.2	255.273	40.910	2.612	2.42e-65
IGKV5-2	ENSG00000211599.2	2.770	0.730	1.124	1.30e-24
IGKV6-21	ENSG00000211611.2	10.590	2.370	1.782	1.04e-34
IGKV3D-20	ENSG00000211625.2	12.300	1.970	2.163	4.62e-59
IGKV3D-11	ENSG00000211632.3	5.240	0.750	1.834	2.14e-67
IGLV4-69	ENSG00000211637.2	32.271	8.350	1.831	5.94e-36
IGLV8-61	ENSG00000211638.2	24.800	7.350	1.628	4.99e-27
IGLV6-57	ENSG00000211640.3	41.821	8.450	2.180	2.92e-52
IGLV1-51	ENSG00000211644.2	158.462	43.389	1.845	3.33e-35
IGLV1-47	ENSG00000211648.2	112.680	25.710	2.090	7.15e-44
IGLV7-46	ENSG00000211649.3	19.080	6.820	1.361	1.09e-22
IGLV5-45	ENSG00000211650.2	8.570	2.980	1.266	6.86e-25
IGLV1-44	ENSG00000211651.3	134.158	29.090	2.167	8.24e-45
IGLV7-43	ENSG00000211652.2	16.100	5.360	1.427	1.29e-32
IGLV1-40	ENSG00000211653.2	211.673	47.871	2.122	1.25e-49
IGLV1-36	ENSG00000211655.3	7.720	2.290	1.406	1.58e-25
IGLV3-27	ENSG00000211658.2	9.550	2.780	1.481	1.58e-25
IGLV3-25	ENSG00000211659.2	150.184	26.051	2.483	2.79e-48
IGLV2-23	ENSG00000211660.3	151.743	26.350	2.481	7.73e-60
IGLV3-21	ENSG00000211662.2	92.142	16.600	2.404	2.14e-49
IGLV3-19	ENSG00000211663.2	129.364	26.451	2.248	2.41e-50
IGLV2-18	ENSG00000211664.2	6.900	2.750	1.075	1.45e-17
IGLV2-14	ENSG00000211666.2	265.689	86.912	1.601	3.56e-30
IGLV2-11	ENSG00000211668.2	117.481	34.040	1.758	2.84e-33
IGLV3-10	ENSG00000211669.2	52.240	14.190	1.809	8.19e-28
IGLV3-9	ENSG00000211670.2	9.840	2.280	1.725	6.23e-38
IGLV3-1	ENSG00000211673.2	156.497	30.460	2.324	5.07e-51
IGLC1	ENSG00000211675.2	1205.569	255.007	2.237	1.40e-54
IGLC2	ENSG00000211677.2	3240.947	602.993	2.424	4.39e-55
IGLC3	ENSG00000211679.2	1737.021	298.522	2.537	5.94e-57
IGLC7	ENSG00000211685.3	19.050	4.140	1.964	1.56e-35
IGHA2	ENSG00000211890.3	187.623	86.942	1.101	2.38e-22
IGHG4	ENSG00000211892.3	241.888	17.460	3.718	1.41e-96
IGHG2	ENSG00000211893.3	738.471	104.821	2.805	3.38e-65
IGHA1	ENSG00000211895.4	2239.715	928.977	1.269	4.10e-24
IGHG1	ENSG00000211896.6	4565.635	598.081	2.930	5.96e-67
IGHG3	ENSG00000211897.7	663.935	119.651	2.462	2.08e-60
IGHM	ENSG00000211899.7	350.701	89.219	1.963	1.43e-33
IGHV6-1	ENSG00000211933.2	10.670	2.420	1.771	5.87e-37
IGHV1-2	ENSG00000211934.3	48.772	10.060	2.170	2.15e-41
IGHV1-3	ENSG00000211935.3	3.500	0.230	1.871	2.27e-21
IGHV2-5	ENSG00000211937.3	45.670	13.340	1.702	2.30e-28
IGHV3-7	ENSG00000211938.2	40.489	13.110	1.556	1.44e-25
IGHV3-11	ENSG00000211941.3	57.531	11.120	2.272	1.42e-51
IGHV3-13	ENSG00000211942.3	5.260	1.800	1.161	1.19e-27
IGHV3-15	ENSG00000211943.2	62.869	13.170	2.172	1.82e-45
IGHV1-18	ENSG00000211945.2	86.569	14.530	2.495	5.66e-58
IGHV3-20	ENSG00000211946.3	2.310	0.550	1.095	9.88e-27
IGHV3-21	ENSG00000211947.2	112.049	16.890	2.660	4.42e-62
IGHV3-23	ENSG00000211949.3	201.843	36.051	2.453	2.70e-61
IGHV1-24	ENSG00000211950.2	33.139	5.010	2.506	2.04e-56
IGHV2-26	ENSG00000211951.2	10.010	2.750	1.554	2.16e-31
IGHV3-33	ENSG00000211955.2	94.640	23.940	1.939	9.00e-39
IGHV4-34	ENSG00000211956.2	50.070	9.520	2.279	5.61e-45
IGHV4-39	ENSG00000211959.2	75.019	15.760	2.181	8.33e-46
IGHV1-46	ENSG00000211962.2	18.191	3.480	2.099	1.21e-47
IGHV3-48	ENSG00000211964.3	8.460	1.690	1.814	6.00e-38
IGHV3-49	ENSG00000211965.3	22.590	4.680	2.054	1.32e-40
IGHV5-51	ENSG00000211966.2	97.700	16.151	2.525	5.10e-57
IGHV3-53	ENSG00000211967.3	8.290	1.990	1.635	4.86e-43
IGHV1-58	ENSG00000211968.3	2.780	0.590	1.249	3.49e-35
IGHV4-61	ENSG00000211970.3	24.729	6.790	1.724	5.62e-37
IGHV3-66	ENSG00000211972.2	6.570	1.960	1.355	4.34e-27
IGHV1-69	ENSG00000211973.2	16.999	2.340	2.430	2.38e-43
IGHV2-70	ENSG00000211974.3	7.120	0.890	2.103	1.69e-41
IGHV3-73	ENSG00000211976.2	16.950	3.510	1.993	2.97e-43
LINC01089	ENSG00000212694.8	6.110	27.509	-2.004	3.57e-93
ZNF580	ENSG00000213015.8	15.190	33.430	-1.089	6.12e-94
RP11-288H12.3	ENSG00000213073.4	0.660	2.550	-1.097	6.60e-106
YWHAZP4	ENSG00000213131.3	2.860	0.300	1.570	8.22e-153
RP11-64B16.2	ENSG00000213144.2	0.800	4.210	-1.533	1.22e-156
RP11-641D5.1	ENSG00000213178.3	301.621	113.574	1.401	1.48e-135
GIMAP1	ENSG00000213203.2	1.930	9.410	-1.829	2.37e-188
YWHAZP5	ENSG00000213260.3	3.740	0.320	1.844	4.82e-145
LTC4S	ENSG00000213316.9	3.390	11.000	-1.451	2.21e-101
MXD3	ENSG00000213347.10	6.510	14.910	-1.083	8.47e-35
GSTM2	ENSG00000213366.12	20.350	98.803	-2.225	5.09e-112
LCAT	ENSG00000213398.7	5.660	50.839	-2.960	1.07e-173
HNRNPA1P33	ENSG00000213412.3	0.600	4.050	-1.658	8.91e-57
RPLP0P6	ENSG00000213553.4	26.051	12.000	1.057	2.00e-67
SLX1A-SULT1A3	ENSG00000213599.9	4.160	13.140	-1.454	2.36e-56
LBH	ENSG00000213626.11	55.008	126.053	-1.182	3.01e-69
LAT	ENSG00000213658.10	8.900	22.850	-1.268	4.62e-53
KLRK1	ENSG00000213809.8	2.800	10.030	-1.537	7.35e-78
UBD	ENSG00000213886.3	48.999	4.410	3.208	4.70e-100
LTB4R	ENSG00000213903.8	3.400	14.700	-1.835	7.01e-108
LTB4R2	ENSG00000213906.9	1.110	4.260	-1.318	7.40e-85
ITGA1	ENSG00000213949.8	8.240	30.110	-1.751	5.84e-123
GANC	ENSG00000214013.9	9.850	21.711	-1.066	2.86e-75
TTLL3	ENSG00000214021.15	11.010	55.081	-2.223	3.55e-120
FBXO16	ENSG00000214050.7	3.910	1.360	1.057	1.86e-89
TSPAN4	ENSG00000214063.10	62.691	128.141	-1.020	8.53e-65
MYCBP	ENSG00000214114.8	24.480	11.280	1.053	3.10e-103
PRCD	ENSG00000214140.10	1.000	5.930	-1.793	1.11e-173
PLEKHM1P	ENSG00000214176.9	6.230	21.099	-1.612	9.46e-87
PTMAP5	ENSG00000214182.5	10.400	3.980	1.195	2.84e-55
RP11-252A24.2	ENSG00000214331.8	1.840	4.720	-1.010	2.06e-78
LCNL1	ENSG00000214402.6	0.100	3.490	-2.029	9.87e-161
PLIN5	ENSG00000214456.8	1.390	9.600	-2.149	3.60e-113
RPL7P1	ENSG00000214485.6	44.169	18.950	1.179	3.96e-52
SEC14L6	ENSG00000214491.8	1.570	6.080	-1.462	4.06e-50
STARD10	ENSG00000214530.7	221.167	82.298	1.415	7.21e-92
MEG3	ENSG00000214548.14	4.300	39.601	-2.937	4.73e-79
HMGN2P15	ENSG00000214578.5	0.530	5.160	-2.009	5.77e-134
ZSWIM8	ENSG00000214655.10	43.489	120.826	-1.453	7.38e-113
SEPT7P2	ENSG00000214765.8	5.210	18.810	-1.674	5.96e-117
MS4A4E	ENSG00000214787.8	0.240	1.980	-1.265	1.37e-107
RP11-480I12.5	ENSG00000214796.8	4.440	0.920	1.503	5.42e-103
HLA-F-AS1	ENSG00000214922.9	1.670	5.310	-1.241	6.86e-90
NEURL4	ENSG00000215041.9	9.560	22.259	-1.139	3.22e-57
GOLGA8B	ENSG00000215252.11	11.300	55.749	-2.206	9.83e-82
MIR99AHG	ENSG00000215386.10	1.780	5.220	-1.162	6.18e-75
NPEPL1	ENSG00000215440.11	21.099	54.349	-1.325	5.20e-70
HNRNPA1P7	ENSG00000215492.6	0.650	3.620	-1.485	7.96e-93
GUSBP9	ENSG00000215630.6	1.490	5.470	-1.378	3.29e-88
RP13-104F24.2	ENSG00000215769.8	4.490	23.209	-2.141	5.52e-91
WI2-1896O14.1	ENSG00000215861.5	2.880	8.190	-1.244	4.58e-78
MMP23A	ENSG00000215914.4	4.880	15.150	-1.458	2.26e-62
RPS2P55	ENSG00000216866.5	5.350	0.740	1.868	4.02e-174
RP11-204C16.4	ENSG00000217624.2	2.590	0.290	1.477	3.57e-124
RP11-465B22.3	ENSG00000217801.9	4.930	1.950	1.007	4.68e-51
RP11-889L3.1	ENSG00000218227.3	2.440	6.180	-1.062	1.62e-62
RP11-40C6.2	ENSG00000219928.2	876.068	1.950	8.216	1.90e-218
VAMP2	ENSG00000220205.8	37.170	91.442	-1.276	3.37e-127
MTMR9LP	ENSG00000220785.7	2.950	17.820	-2.252	4.90e-136
XKR9	ENSG00000221947.7	2.170	0.410	1.169	3.98e-75
SLC12A8	ENSG00000221955.10	10.300	3.940	1.194	6.27e-87
FADS3	ENSG00000221968.8	15.760	66.210	-2.004	6.79e-149
PPT2	ENSG00000221988.12	5.650	15.950	-1.350	5.92e-85
IGLC6	ENSG00000222037.5	2.110	0.330	1.225	3.17e-50
RN7SKP16	ENSG00000222112.1	0.510	2.950	-1.387	8.94e-90
RNU2-2P	ENSG00000222328.1	0.580	3.690	-1.570	4.47e-17
IGLV9-49	ENSG00000223350.2	5.860	2.180	1.109	4.69e-23
RP11-211G3.2	ENSG00000223401.1	0.180	2.230	-1.453	1.58e-130
RP11-632K20.7	ENSG00000223509.8	2.780	13.800	-1.969	2.09e-132
HLA-DQB1-AS1	ENSG00000223534.1	0.720	3.710	-1.453	8.88e-34
TMSB4XP4	ENSG00000223551.1	0.870	4.110	-1.450	2.72e-119
RP11-289I10.2	ENSG00000223612.3	7.140	2.020	1.430	7.83e-88
NSUN5P1	ENSG00000223705.9	15.380	34.811	-1.128	2.71e-26
RP4-717I23.3	ENSG00000223745.7	9.090	26.559	-1.450	6.68e-58
TSSC2	ENSG00000223756.6	0.890	4.740	-1.603	1.27e-124
RPS20P14	ENSG00000223803.1	0.940	3.050	-1.062	2.79e-60
FAM95B1	ENSG00000223839.7	0.440	5.410	-2.154	3.31e-139
IGKV3D-15	ENSG00000224041.3	8.620	0.470	2.710	1.24e-81
SNHG14	ENSG00000224078.12	10.150	23.560	-1.139	2.24e-75
UBE2SP2	ENSG00000224126.2	5.560	0.320	2.313	2.19e-169
RP11-371A19.2	ENSG00000224215.1	0.040	2.210	-1.626	1.44e-173
MSL3P1	ENSG00000224287.2	3.740	0.320	1.844	1.07e-142
IGHV4-59	ENSG00000224373.3	76.590	17.850	2.041	6.57e-45
PRR29	ENSG00000224383.7	2.510	8.020	-1.362	3.64e-70
LINC01272	ENSG00000224397.5	8.830	33.861	-1.826	3.89e-118
SNRPGP15	ENSG00000224543.4	1.970	8.810	-1.724	2.80e-74
IGHV3-74	ENSG00000224650.2	27.839	7.350	1.788	3.86e-39
SH3BP5-AS1	ENSG00000224660.1	3.050	18.670	-2.280	1.83e-149
NPIPA3	ENSG00000224712.10	2.290	8.360	-1.508	3.82e-84
RPL32P1	ENSG00000224796.1	0.230	1.760	-1.166	6.15e-76
RP11-82L18.2	ENSG00000224945.1	2.350	11.840	-1.938	3.19e-94
PGM5-AS1	ENSG00000224958.5	0.100	1.460	-1.161	3.69e-150
INE1	ENSG00000224975.1	1.280	4.400	-1.244	2.21e-99
RP11-228B15.4	ENSG00000225032.5	1.120	9.100	-2.252	1.46e-134
LINC00092	ENSG00000225194.2	0.310	2.050	-1.219	4.04e-147
HSPA7	ENSG00000225217.1	4.620	14.380	-1.452	8.49e-39
RP11-415J8.3	ENSG00000225313.5	3.320	13.510	-1.748	4.06e-93
SFTA1P	ENSG00000225383.6	16.280	80.070	-2.230	1.54e-64
RBMS1P1	ENSG00000225422.4	0.750	2.610	-1.045	1.57e-111
RPL35P5	ENSG00000225573.4	7.650	2.970	1.124	7.71e-69
SBDSP1	ENSG00000225648.5	17.111	37.239	-1.078	1.87e-108
SLC26A6	ENSG00000225697.10	9.620	26.170	-1.355	1.60e-45
IGHV3-72	ENSG00000225698.3	7.240	2.970	1.054	1.48e-20
MIAT	ENSG00000225783.6	1.520	5.060	-1.266	9.87e-34
FAM229A	ENSG00000225828.1	1.900	9.500	-1.856	1.72e-108
RUSC1-AS1	ENSG00000225855.6	3.760	14.130	-1.668	1.54e-81
HCG4P11	ENSG00000225864.1	0.490	2.550	-1.253	9.27e-74
LINC00694	ENSG00000225873.1	0.240	3.070	-1.715	6.13e-163
RP11-384K6.2	ENSG00000225892.3	3.120	8.540	-1.211	1.50e-65
LINC00937	ENSG00000226091.7	0.640	4.030	-1.617	1.54e-106
RP11-419C5.2	ENSG00000226232.8	3.890	13.700	-1.588	3.84e-56
RP1-18D14.7	ENSG00000226252.1	0.030	1.480	-1.268	4.11e-184
RP11-61N20.3	ENSG00000226268.3	4.000	1.240	1.158	1.92e-91
RP11-157P1.4	ENSG00000226332.2	2.010	9.950	-1.863	1.91e-100
RP5-1056L3.3	ENSG00000226396.1	1.120	4.400	-1.349	1.10e-64
FTH1P20	ENSG00000226564.1	19.171	6.580	1.412	4.90e-65
FTLP3	ENSG00000226608.3	5.720	25.259	-1.966	2.59e-93
LENG8-AS1	ENSG00000226696.5	2.450	7.820	-1.354	1.84e-73
TBCAP1	ENSG00000226781.1	2.130	0.320	1.246	3.31e-100
LINC00511	ENSG00000227036.6	17.750	1.540	2.884	2.40e-175
ITGB2-AS1	ENSG00000227039.6	2.330	6.930	-1.252	5.96e-32
RP3-340N1.2	ENSG00000227066.1	3.790	0.090	2.136	1.16e-93
RPS28P7	ENSG00000227097.5	789.283	325.338	1.276	2.65e-86
TRGC2	ENSG00000227191.6	2.780	8.690	-1.358	1.05e-58
PFN1P6	ENSG00000227212.3	0.780	3.380	-1.299	9.63e-68
RP11-261C10.5	ENSG00000227230.1	0.200	1.510	-1.065	2.97e-126
WASH7P	ENSG00000227232.5	2.720	15.720	-2.168	2.83e-136
RP11-258C19.4	ENSG00000227329.2	0.000	1.980	-1.575	1.66e-23
LINC01268	ENSG00000227502.2	0.180	1.800	-1.247	1.98e-140
LTB	ENSG00000227507.2	21.240	9.240	1.119	7.75e-32
SPAG5-AS1	ENSG00000227543.4	1.120	3.380	-1.047	2.03e-77
RP11-864N7.2	ENSG00000227615.1	2.600	7.370	-1.217	1.90e-59
RP11-488L18.4	ENSG00000227671.4	20.831	66.842	-1.636	5.89e-84
TARID	ENSG00000227954.6	0.160	5.150	-2.407	1.63e-172
RP1-251M9.3	ENSG00000228027.1	0.000	1.050	-1.036	4.43e-97
PCAT6	ENSG00000228288.6	5.830	1.360	1.533	9.79e-130
GUSBP11	ENSG00000228315.11	5.050	22.079	-1.932	6.37e-82
RP11-251M1.1	ENSG00000228401.4	0.400	8.420	-2.750	5.54e-236
RP3-342P20.2	ENSG00000228477.1	0.880	3.980	-1.405	1.30e-56
LINC01125	ENSG00000228486.9	3.050	12.570	-1.744	5.21e-87
RP1-241P17.4	ENSG00000228532.4	20.920	3.380	2.323	1.15e-84
SPCS2P4	ENSG00000228589.3	39.910	18.610	1.061	1.82e-102
RP5-1160K1.6	ENSG00000228703.1	0.380	2.770	-1.450	5.29e-113
PIK3IP1-AS1	ENSG00000228839.5	0.360	1.780	-1.031	9.41e-88
RP11-567G11.1	ENSG00000228952.1	1.150	0.000	1.104	7.64e-49
OR2A9P	ENSG00000228960.5	3.110	10.070	-1.429	3.80e-109
VDAC1P8	ENSG00000229036.7	1.680	4.990	-1.160	6.59e-90
HMGN1P37	ENSG00000229237.2	4.880	0.000	2.556	9.11e-190
RP11-274B21.12	ENSG00000229413.2	9.760	24.060	-1.220	1.77e-52
PATL2	ENSG00000229474.6	1.510	5.450	-1.362	9.73e-77
PRDX3P1	ENSG00000229598.1	0.300	1.880	-1.148	2.58e-97
MBNL1-AS1	ENSG00000229619.3	0.700	2.850	-1.179	1.61e-116
RP11-481H12.1	ENSG00000230018.1	1.210	3.910	-1.152	3.08e-64
TMSB4XP6	ENSG00000230043.1	7.130	62.348	-2.962	2.01e-49
RP3-508I15.19	ENSG00000230149.2	0.730	3.740	-1.454	1.34e-114
PHBP9	ENSG00000230224.1	0.580	2.220	-1.027	4.03e-91
FEZF1-AS1	ENSG00000230316.6	1.640	0.070	1.303	9.20e-74
GOLGA6L5P	ENSG00000230373.8	3.520	14.820	-1.807	4.06e-86
TCEA1P2	ENSG00000230409.3	6.080	1.430	1.543	1.31e-85
LIMD1-AS1	ENSG00000230530.1	11.850	25.500	-1.044	7.44e-82
PABPC1P3	ENSG00000230673.3	0.340	1.910	-1.119	5.07e-101
RP11-274B21.4	ENSG00000230715.3	10.950	34.139	-1.556	3.71e-66
LINC01001	ENSG00000230724.9	13.800	34.189	-1.250	6.83e-47
RPL10P3	ENSG00000230734.1	1.280	0.000	1.189	3.12e-86
RP11-318C24.1	ENSG00000230777.1	1.650	0.000	1.406	5.23e-18
FOXD3-AS1	ENSG00000230798.5	1.100	0.000	1.070	1.52e-62
RP3-525N10.2	ENSG00000230910.2	0.110	5.990	-2.655	1.55e-196
RP4-631H13.6	ENSG00000230953.2	0.000	1.870	-1.521	8.48e-9
KLF3-AS1	ENSG00000231160.9	0.820	3.450	-1.290	6.32e-81
RP11-38L15.3	ENSG00000231187.2	0.450	2.040	-1.068	3.25e-96
RPL13AP17	ENSG00000231322.5	0.200	1.730	-1.186	1.04e-43
